key;value
4323893900739072;Mushroom Tree
4323898195706368;Fine Timber
4323902490673664;Flawless Timber
4323906785640960;Fine Timber
4323911080608256;Flawless Timber
4323915375575552;Fine Timber
4323919670542848;Flawless Timber
4323923965510144;Fine Timber
4323928260477440;Flawless Timber
4323932555444736;Fine Timber
4323936850412032;Flawless Timber
4323941145379328;Fine Timber
4323945440346624;Flawless Timber
4323949735313920;Fine Timber
4323954030281216;Flawless Timber
4323958325248512;Fine Timber
4323962620215808;Flawless Timber
4323966915183104;Fine Timber
4323971210150400;Flawless Timber
4323975505117696;Fine Timber
4323979800084992;Flawless Timber
4323984095052288;Fine Timber
4323988390019584;Flawless Timber
4323992684986880;Fine Timber
4323996979954176;Flawless Timber
4324001274921472;Fine Timber
4324005569888768;Flawless Timber
4324009864856064;Fine Timber
4324014159823360;Flawless Timber
4324018454790656;Fine Timber
4324022749757952;Flawless Timber
4324027044725248;Fine Timber
4324031339692544;Flawless Timber
4324035634659840;Fine Timber
4324039929627136;Flawless Timber
4324044224594432;Launch Pad
4324048519561728;Arcade Machine
4324052814529024;Stick
4324057109496320;Ball
4324061404463616;[EMPTY]
4324065699430912;[EMPTY]
4324069994398208;[EMPTY]
4324074289365504;[EMPTY]
4324078584332800;[EMPTY]
4324082879300096;[EMPTY]
4324087174267392;[EMPTY]
4324091469234688;[EMPTY]
4324095764201984;[EMPTY]
4324100059169280;[EMPTY]
4324104354136576;[EMPTY]
4324108649103872;[EMPTY]
4324112944071168;[EMPTY]
4324117239038464;[EMPTY]
4324121534005760;[EMPTY]
4324125828973056;[EMPTY]
4324130123940352;[EMPTY]
4324134418907648;[EMPTY]
4324138713874944;[EMPTY]
4324143008842240;[EMPTY]
4324147303809536;[EMPTY]
4324151598776832;[EMPTY]
4324155893744128;[EMPTY]
4324160188711424;[EMPTY]
4324164483678720;[EMPTY]
4324168778646016;[EMPTY]
4324173073613312;[EMPTY]
4324177368580608;[EMPTY]
4324181663547904;[EMPTY]
4324185958515200;[EMPTY]
4324190253482496;[EMPTY]
4324194548449792;[EMPTY]
4324198843417088;[EMPTY]
4324203138384384;[EMPTY]
4324207433351680;[EMPTY]
4324211728318976;[EMPTY]
4324216023286272;[EMPTY]
4324220318253568;[EMPTY]
4324224613220864;[EMPTY]
4324228908188160;[EMPTY]
4324233203155456;[EMPTY]
4324237498122752;[EMPTY]
4324241793090048;[EMPTY]
4324246088057344;Hernandian Banner Pike
4324250383024640;[EMPTY]
4324254677991936;[EMPTY]
4324258972959232;[EMPTY]
4324263267926528;[EMPTY]
4324267562893824;[EMPTY]
4324271857861120;[EMPTY]
4324276152828416;[EMPTY]
4324280447795712;[EMPTY]
4324284742763008;[EMPTY]
4324289037730304;[EMPTY]
4324293332697600;[EMPTY]
4324297627664896;[EMPTY]
4324301922632192;[EMPTY]
4324306217599488;[EMPTY]
4324310512566784;[EMPTY]
4324314807534080;[EMPTY]
4324319102501376;[EMPTY]
4324323397468672;[EMPTY]
4324327692435968;[EMPTY]
4324331987403264;[EMPTY]
4324336282370560;[EMPTY]
4324340577337856;[EMPTY]
4324344872305152;[EMPTY]
4324349167272448;[EMPTY]
4324353462239744;[EMPTY]
4324357757207040;[EMPTY]
4324362052174336;[EMPTY]
4324366347141632;[EMPTY]
4324370642108928;[EMPTY]
4324374937076224;[EMPTY]
4324379232043520;[EMPTY]
4324383527010816;[EMPTY]
4324387821978112;[EMPTY]
4324392116945408;Flying Fortress Orbian Barrier Turret Launcher Unit
4324396411912704;Banquet Hall Imp Boss Restraining Prison_Open Type
4324400706880000;Abyss Lighthouse
4324405001847296;[EMPTY]
4324409296814592;[EMPTY]
4324413591781888;Abyss Pillar
4324417886749184;Abyss Pillar
4324422181716480;Abyss Gravity Device
4324426476683776;Palisade Wall
4324430771651072;Palisade Wall
4324435066618368;Palisade Wall
4324439361585664;Explosion Falling Debris - Brick
4324443656552960;Visione Information Input Device Component
4324447951520256;Book
4324452246487552;Book
4324456541454848;Book
4324460836422144;Book
4324465131389440;Collapsing Watchtower
4324469426356736;Tokamak Light Reflecting Puzzle
4324473721324032;[EMPTY]
4324478016291328;Light Detector Part
4324482311258624;Light Detector Part
4324486606225920;Light Detector Part
4324490901193216;Light Detector Part
4324495196160512;Stack of Coins (Bet)
4324499491127808;The Eastern Witch Statue
4324503786095104;Burning Watchtower
4324508081062400;[EMPTY]
4324512376029696;Calphadean Banner Pike
4324516670996992;[EMPTY]
4324520965964288;[EMPTY]
4324525260931584;[EMPTY]
4324529555898880;[EMPTY]
4324533850866176;[EMPTY]
4324538145833472;Demenissian Banner Pike
4324542440800768;[EMPTY]
4324546735768064;[EMPTY]
4324551030735360;[EMPTY]
4324555325702656;[EMPTY]
4324559620669952;[EMPTY]
4324563915637248;Delesyian Banner Pike
4324568210604544;[EMPTY]
4324572505571840;[EMPTY]
4324576800539136;[EMPTY]
4324581095506432;[EMPTY]
4324585390473728;[EMPTY]
4324589685441024;[EMPTY]
4324593980408320;[EMPTY]
4324598275375616;[EMPTY]
4324602570342912;[EMPTY]
4324606865310208;Engraved Stone
4324611160277504;[EMPTY]
4324615455244800;Engraved Stone
4324619750212096;[EMPTY]
4324624045179392;[EMPTY]
4324628340146688;[EMPTY]
4324632635113984;[EMPTY]
4324636930081280;[EMPTY]
4324641225048576;[EMPTY]
4324645520015872;[EMPTY]
4324649814983168;[EMPTY]
4324654109950464;[EMPTY]
4324658404917760;Hole
4324662699885056;[EMPTY]
4324666994852352;[EMPTY]
4324671289819648;Hole
4324675584786944;[EMPTY]
4324679879754240;[EMPTY]
4324684174721536;[EMPTY]
4324688469688832;[EMPTY]
4324692764656128;[EMPTY]
4324697059623424;[EMPTY]
4324701354590720;[EMPTY]
4324705649558016;[EMPTY]
4324709944525312;[EMPTY]
4324714239492608;[EMPTY]
4324718534459904;[EMPTY]
4324722829427200;[EMPTY]
4324727124394496;[EMPTY]
4324731419361792;[EMPTY]
4324735714329088;[EMPTY]
4324740009296384;[EMPTY]
4324744304263680;[EMPTY]
4324748599230976;[EMPTY]
4324752894198272;[EMPTY]
4324757189165568;[EMPTY]
4324761484132864;[EMPTY]
4324765779100160;[EMPTY]
4324770074067456;[EMPTY]
4324774369034752;Docu
4324778664002048;[EMPTY]
4324782958969344;[EMPTY]
4324787253936640;[EMPTY]
4324791548903936;[EMPTY]
4324795843871232;[EMPTY]
4324800138838528;[EMPTY]
4324804433805824;Ladder
4324808728773120;Lever
4324813023740416;Hyperspace Completion Platform Parts 2
4324817318707712;[EMPTY]
4324821613675008;[EMPTY]
4324825908642304;[EMPTY]
4324830203609600;[EMPTY]
4324834498576896;[EMPTY]
4324838793544192;[EMPTY]
4324843088511488;Columnar Joint Puzzle Pillar
4324847383478784;Desert Abyss Deco Cube
4324851678446080;Desert Abyss Deco Cube 2
4324855973413376;Container
4324860268380672;Lift Door
4324864563347968;Giant Plate
4324868858315264;[EMPTY]
4324873153282560;[EMPTY]
4324877448249856;[EMPTY]
4324881743217152;[EMPTY]
4324886038184448;[EMPTY]
4324890333151744;[EMPTY]
4324894628119040;[EMPTY]
4324898923086336;[EMPTY]
4324903218053632;[EMPTY]
4324907513020928;[EMPTY]
4324911807988224;[EMPTY]
4324916102955520;[EMPTY]
4324920397922816;[EMPTY]
4324924692890112;[EMPTY]
4324928987857408;[EMPTY]
4324933282824704;[EMPTY]
4324937577792000;[EMPTY]
4324941872759296;[EMPTY]
4324946167726592;[EMPTY]
4324950462693888;[EMPTY]
4324954757661184;[EMPTY]
4324959052628480;[EMPTY]
4324963347595776;[EMPTY]
4324967642563072;[EMPTY]
4324971937530368;[EMPTY]
4324976232497664;[EMPTY]
4324980527464960;[EMPTY]
4324984822432256;[EMPTY]
4324989117399552;[EMPTY]
4324993412366848;[EMPTY]
4324997707334144;[EMPTY]
4325002002301440;[EMPTY]
4325006297268736;[EMPTY]
4325010592236032;[EMPTY]
4325014887203328;[EMPTY]
4325019182170624;[EMPTY]
4325023477137920;[EMPTY]
4325027772105216;[EMPTY]
4325032067072512;[EMPTY]
4325036362039808;[EMPTY]
4325040657007104;[EMPTY]
4325044951974400;[EMPTY]
4325049246941696;[EMPTY]
4325053541908992;[EMPTY]
4325057836876288;[EMPTY]
4325062131843584;[EMPTY]
4325066426810880;[EMPTY]
4325070721778176;[EMPTY]
4325075016745472;[EMPTY]
4325079311712768;[EMPTY]
4325083606680064;[EMPTY]
4325087901647360;[EMPTY]
4325092196614656;[EMPTY]
4325096491581952;[EMPTY]
4325100786549248;[EMPTY]
4325105081516544;[EMPTY]
4325109376483840;[EMPTY]
4325113671451136;[EMPTY]
4325117966418432;[EMPTY]
4325122261385728;[EMPTY]
4325126556353024;[EMPTY]
4325130851320320;[EMPTY]
4325135146287616;[EMPTY]
4325139441254912;[EMPTY]
4325143736222208;[EMPTY]
4325148031189504;[EMPTY]
4325152326156800;[EMPTY]
4325156621124096;[EMPTY]
4325160916091392;[EMPTY]
4325165211058688;[EMPTY]
4325169506025984;[EMPTY]
4325173800993280;[EMPTY]
4325178095960576;[EMPTY]
4325182390927872;[EMPTY]
4325186685895168;[EMPTY]
4325190980862464;[EMPTY]
4325195275829760;[EMPTY]
4325199570797056;[EMPTY]
4325203865764352;[EMPTY]
4325208160731648;[EMPTY]
4325212455698944;[EMPTY]
4325216750666240;[EMPTY]
4325221045633536;[EMPTY]
4325225340600832;[EMPTY]
4325229635568128;[EMPTY]
4325233930535424;[EMPTY]
4325238225502720;[EMPTY]
4325242520470016;[EMPTY]
4325246815437312;[EMPTY]
4325251110404608;[EMPTY]
4325255405371904;[EMPTY]
4325259700339200;[EMPTY]
4325263995306496;[EMPTY]
4325268290273792;[EMPTY]
4325272585241088;[EMPTY]
4325276880208384;[EMPTY]
4325281175175680;[EMPTY]
4325285470142976;[EMPTY]
4325289765110272;[EMPTY]
4325294060077568;[EMPTY]
4325298355044864;[EMPTY]
4325302650012160;[EMPTY]
4325306944979456;[EMPTY]
4325311239946752;Pailunese Banner Pike
4325315534914048;Wooden Door
4325319829881344;[EMPTY]
4325324124848640;[EMPTY]
4325328419815936;Tommaso Banner Pike
4325332714783232;[EMPTY]
4325337009750528;[EMPTY]
4325341304717824;[EMPTY]
4325345599685120;[EMPTY]
4325349894652416;[EMPTY]
4325354189619712;[EMPTY]
4325358484587008;[EMPTY]
4325362779554304;[EMPTY]
4325367074521600;[EMPTY]
4325371369488896;[EMPTY]
4325375664456192;Varnian Banner Pike
4325379959423488;[EMPTY]
4325384254390784;[EMPTY]
4325388549358080;[EMPTY]
4325392844325376;[EMPTY]
4325397139292672;[EMPTY]
4325401434259968;[EMPTY]
4325405729227264;Wood
4325410024194560;Wood
4325414319161856;Abyss Ray
4325418614129152;Stone to insert into Columnar Joint
4325422909096448;Master Du Pensive Statue
4325427204063744;Stone Pillar
4325431499031040;Stone Pillar
4325435793998336;Stone Pillar
4325440088965632;Hole
4325444383932928;Hole
4325448678900224;Hole
4325452973867520;Pillar
4325457268834816;Engraved Stone
4325461563802112;Engraved Stone
4325465858769408;Engraved Stone
4325470153736704;Stone Pillar
4325474448704000;Kharonso Ruins
4325478743671296;Quarry Stone
4325483038638592;Rotating Pipe
4325487333605888;Fire
4325491628573184;[EMPTY]
4325495923540480;[EMPTY]
4325500218507776;[EMPTY]
4325504513475072;[EMPTY]
4325508808442368;[EMPTY]
4325513103409664;[EMPTY]
4325517398376960;[EMPTY]
4325521693344256;[EMPTY]
4325525988311552;[EMPTY]
4325530283278848;[EMPTY]
4325534578246144;[EMPTY]
4325538873213440;[EMPTY]
4325543168180736;[EMPTY]
4325547463148032;[EMPTY]
4325551758115328;Blizzard Immunity
4325556053082624;gimmick_condola_device_part_04
4325560348049920;Ring-shaped disc center port
4325564643017216;Abyss Disc
4325568937984512;One-Handed Axe
4325573232951808;Complete
4325577527919104;Complete
4325581822886400;Complete
4325586117853696;Complete
4325590412820992;Complete
4325594707788288;Complete
4325599002755584;Complete
4325603297722880;Complete
4325607592690176;Complete
4325611887657472;[EMPTY]
4325616182624768;[EMPTY]
4325620477592064;[EMPTY]
4325624772559360;[EMPTY]
4325629067526656;[EMPTY]
4325633362493952;[EMPTY]
4325637657461248;[EMPTY]
4325641952428544;[EMPTY]
4325646247395840;[EMPTY]
4325650542363136;[EMPTY]
4325654837330432;[EMPTY]
4325659132297728;[EMPTY]
4325663427265024;[EMPTY]
4325667722232320;[EMPTY]
4325672017199616;[EMPTY]
4325676312166912;[EMPTY]
4325680607134208;[EMPTY]
4325684902101504;[EMPTY]
4325689197068800;[EMPTY]
4325693492036096;[EMPTY]
4325697787003392;[EMPTY]
4325702081970688;[EMPTY]
4325706376937984;[EMPTY]
4325710671905280;[EMPTY]
4325714966872576;[EMPTY]
4325719261839872;[EMPTY]
4325723556807168;[EMPTY]
4325727851774464;[EMPTY]
4325732146741760;[EMPTY]
4325736441709056;[EMPTY]
4325740736676352;[EMPTY]
4325745031643648;[EMPTY]
4325749326610944;[EMPTY]
4325753621578240;[EMPTY]
4325757916545536;[EMPTY]
4325762211512832;[EMPTY]
4325766506480128;[EMPTY]
4325770801447424;[EMPTY]
4325775096414720;[EMPTY]
4325779391382016;Spire of Insight Main Gate
4325783686349312;[EMPTY]
4325787981316608;[EMPTY]
4325792276283904;[EMPTY]
4325796571251200;Clockwork White Horn Pipe Steam Line 1
4325800866218496;Clockwork White Horn Pipe Steam Line 2
4325805161185792;Clockwork White Horn Pipe Steam Line 3
4325809456153088;Fastener
4325813751120384;Palisade Gate
4325818046087680;Umbra Bullet Gimmick (Turret)
4325822341054976;Umbra Circular Trace Pattern Mechanic
4325826636022272;Umbra Circular Trace Pattern Mechanic
4325830930989568;Umbra Circular Trace Pattern Mechanic
4325835225956864;Umbra Circular Trace Pattern Mechanic
4325839520924160;[EMPTY]
4325843815891456;[EMPTY]
4325848110858752;[EMPTY]
4325852405826048;[EMPTY]
4325856700793344;[EMPTY]
4325860995760640;[EMPTY]
4325865290727936;[EMPTY]
4325869585695232;[EMPTY]
4325873880662528;[EMPTY]
4325878175629824;[EMPTY]
4325882470597120;[EMPTY]
4325886765564416;[EMPTY]
4325891060531712;[EMPTY]
4325895355499008;[EMPTY]
4325899650466304;[EMPTY]
4325903945433600;[EMPTY]
4325908240400896;[EMPTY]
4325912535368192;[EMPTY]
4325916830335488;[EMPTY]
4325921125302784;[EMPTY]
4325925420270080;[EMPTY]
4325929715237376;[EMPTY]
4325934010204672;[EMPTY]
4325938305171968;Mirror
4325942600139264;Mirror
4325946895106560;[EMPTY]
4325951190073856;[EMPTY]
4325955485041152;[EMPTY]
4325959780008448;[EMPTY]
4325964074975744;[EMPTY]
4325968369943040;[EMPTY]
4325972664910336;[EMPTY]
4325976959877632;[EMPTY]
4325981254844928;[EMPTY]
4325985549812224;[EMPTY]
4325989844779520;[EMPTY]
4325994139746816;[EMPTY]
4325998434714112;[EMPTY]
4326002729681408;[EMPTY]
4326007024648704;[EMPTY]
4326011319616000;[EMPTY]
4326015614583296;[EMPTY]
4326019909550592;[EMPTY]
4326024204517888;[EMPTY]
4326028499485184;[EMPTY]
4326032794452480;[EMPTY]
4326037089419776;[EMPTY]
4326041384387072;[EMPTY]
4326045679354368;[EMPTY]
4326049974321664;[EMPTY]
4326054269288960;[EMPTY]
4326058564256256;[EMPTY]
4326062859223552;[EMPTY]
4326067154190848;[EMPTY]
4326071449158144;[EMPTY]
4326075744125440;[EMPTY]
4326080039092736;[EMPTY]
4326084334060032;Abyss Lighthouse
4326088629027328;[EMPTY]
4326092923994624;[EMPTY]
4326097218961920;[EMPTY]
4326101513929216;[EMPTY]
4326105808896512;[EMPTY]
4326110103863808;[EMPTY]
4326114398831104;[EMPTY]
4326118693798400;[EMPTY]
4326122988765696;[EMPTY]
4326127283732992;[EMPTY]
4326131578700288;[EMPTY]
4326135873667584;[EMPTY]
4326140168634880;[EMPTY]
4326144463602176;[EMPTY]
4326148758569472;[EMPTY]
4326153053536768;[EMPTY]
4326157348504064;[EMPTY]
4326161643471360;[EMPTY]
4326165938438656;[EMPTY]
4326170233405952;[EMPTY]
4326174528373248;[EMPTY]
4326178823340544;[EMPTY]
4326183118307840;[EMPTY]
4326187413275136;[EMPTY]
4326191708242432;[EMPTY]
4326196003209728;[EMPTY]
4326200298177024;[EMPTY]
4326204593144320;Marni's Transporter
4326208888111616;Five-card
4326213183078912;Five-Card
4326217478046208;[EMPTY]
4326221773013504;[EMPTY]
4326226067980800;[EMPTY]
4326230362948096;[EMPTY]
4326234657915392;Docu
4326238952882688;[EMPTY]
4326243247849984;[EMPTY]
4326247542817280;[EMPTY]
4326251837784576;Rotator
4326256132751872;Rotator
4326260427719168;Palisade Wall
4326264722686464;[EMPTY]
4326269017653760;[EMPTY]
4326273312621056;[EMPTY]
4326277607588352;Palisade Wall
4326281902555648;Palisade Wall
4326286197522944;[EMPTY]
4326290492490240;[EMPTY]
4326294787457536;[EMPTY]
4326299082424832;[EMPTY]
4326303377392128;[EMPTY]
4326307672359424;[EMPTY]
4326311967326720;[EMPTY]
4326316262294016;[EMPTY]
4326320557261312;[EMPTY]
4326324852228608;[EMPTY]
4326329147195904;[EMPTY]
4326333442163200;[EMPTY]
4326337737130496;[EMPTY]
4326342032097792;[EMPTY]
4326346327065088;[EMPTY]
4326350622032384;[EMPTY]
4326354916999680;Moving Columnar Joint
4326359211966976;Abyss Training Ground Platform
4326363506934272;[EMPTY]
4326367801901568;[EMPTY]
4326372096868864;[EMPTY]
4326376391836160;[EMPTY]
4326380686803456;[EMPTY]
4326384981770752;[EMPTY]
4326389276738048;[EMPTY]
4326393571705344;[EMPTY]
4326397866672640;[EMPTY]
4326402161639936;[EMPTY]
4326406456607232;[EMPTY]
4326410751574528;[EMPTY]
4326415046541824;[EMPTY]
4326419341509120;[EMPTY]
4326423636476416;[EMPTY]
4326427931443712;[EMPTY]
4326432226411008;[EMPTY]
4326436521378304;[EMPTY]
4326440816345600;[EMPTY]
4326445111312896;[EMPTY]
4326449406280192;[EMPTY]
4326453701247488;[EMPTY]
4326457996214784;[EMPTY]
4326462291182080;[EMPTY]
4326466586149376;[EMPTY]
4326470881116672;[EMPTY]
4326475176083968;[EMPTY]
4326479471051264;[EMPTY]
4326483766018560;[EMPTY]
4326488060985856;[EMPTY]
4326492355953152;[EMPTY]
4326496650920448;[EMPTY]
4326500945887744;[EMPTY]
4326505240855040;[EMPTY]
4326509535822336;[EMPTY]
4326513830789632;[EMPTY]
4326518125756928;[EMPTY]
4326522420724224;[EMPTY]
4326526715691520;[EMPTY]
4326531010658816;[EMPTY]
4326535305626112;[EMPTY]
4326539600593408;[EMPTY]
4326543895560704;[EMPTY]
4326548190528000;[EMPTY]
4326552485495296;[EMPTY]
4326556780462592;[EMPTY]
4326561075429888;[EMPTY]
4326565370397184;[EMPTY]
4326569665364480;[EMPTY]
4326573960331776;[EMPTY]
4326578255299072;[EMPTY]
4326582550266368;[EMPTY]
4326586845233664;[EMPTY]
4326591140200960;[EMPTY]
4326595435168256;[EMPTY]
4326599730135552;[EMPTY]
4326604025102848;[EMPTY]
4326608320070144;[EMPTY]
4326612615037440;[EMPTY]
4326616910004736;[EMPTY]
4326621204972032;[EMPTY]
4326625499939328;[EMPTY]
4326629794906624;[EMPTY]
4326634089873920;[EMPTY]
4326638384841216;[EMPTY]
4326642679808512;[EMPTY]
4326646974775808;[EMPTY]
4326651269743104;[EMPTY]
4326655564710400;[EMPTY]
4326659859677696;[EMPTY]
4326664154644992;[EMPTY]
4326668449612288;Wood
4326672744579584;Wood
4326677039546880;Wood
4326681334514176;Wood
4326685629481472;Wood
4326689924448768;Wood
4326694219416064;Wood
4326698514383360;Wood
4326702809350656;Wood
4326707104317952;Wood
4326711399285248;Wood
4326715694252544;Wood
4326719989219840;Wood
4326724284187136;Wood
